time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c
2025-09-22T21:20:43.933656,-8.27,-0.31,-5.67,0.05,0.03,0.0,29.69
2025-09-22T21:20:44.016241,-8.29,-0.29,-5.65,0.05,0.03,0.0,29.71
2025-09-22T21:20:44.140313,-8.27,-0.35,-5.68,0.05,0.03,0.01,29.69
2025-09-22T21:20:44.213016,-8.28,-0.34,-5.64,0.05,0.02,-0.01,29.69
2025-09-22T21:20:44.344776,-8.3,-0.31,-5.65,0.05,0.03,0.0,29.7
2025-09-22T21:20:44.436728,-8.28,-0.32,-5.64,0.05,0.03,0.01,29.7
2025-09-22T21:20:44.525629,-8.28,-0.31,-5.63,0.05,0.03,0.0,29.68
2025-09-22T21:20:44.643885,-8.26,-0.33,-5.66,0.05,0.03,-0.0,29.69
2025-09-22T21:20:44.748533,-8.29,-0.31,-5.65,0.05,0.03,-0.01,29.68
2025-09-22T21:20:44.859305,-8.27,-0.31,-5.64,0.05,0.03,0.01,29.7
2025-09-22T21:20:44.934302,-8.26,-0.32,-5.65,0.05,0.03,0.0,29.7
2025-09-22T21:20:45.036292,-8.28,-0.34,-5.66,0.05,0.03,-0.0,29.68
2025-09-22T21:20:45.153594,-8.28,-0.33,-5.66,0.05,0.03,-0.01,29.7
2025-09-22T21:20:45.261958,-8.29,-0.28,-5.64,0.05,0.03,0.01,29.67
2025-09-22T21:20:45.365384,-8.27,-0.34,-5.68,0.04,0.03,0.01,29.69
2025-09-22T21:20:45.460884,-8.29,-0.32,-5.64,0.05,0.03,-0.01,29.68
2025-09-22T21:20:45.570336,-8.28,-0.32,-5.63,0.05,0.03,0.0,29.7
2025-09-22T21:20:45.675262,-8.27,-0.33,-5.67,0.05,0.03,0.01,29.7
2025-09-22T21:20:45.773354,-8.27,-0.34,-5.64,0.05,0.03,-0.0,29.7
2025-09-22T21:20:45.890347,-8.27,-0.33,-5.63,0.05,0.03,-0.0,29.68
2025-09-22T21:20:45.964512,-8.31,-0.33,-5.65,0.05,0.03,0.0,29.71
2025-09-22T21:20:46.085538,-8.28,-0.32,-5.64,0.05,0.03,0.0,29.69
2025-09-22T21:20:46.174262,-8.27,-0.31,-5.66,0.05,0.03,0.0,29.69
2025-09-22T21:20:46.293753,-8.26,-0.33,-5.63,0.05,0.03,0.0,29.71
2025-09-22T21:20:46.391560,-8.28,-0.3,-5.65,0.05,0.03,-0.01,29.69
2025-09-22T21:20:46.495141,-8.29,-0.33,-5.67,0.05,0.03,0.01,29.71
2025-09-22T21:20:46.598136,-8.26,-0.33,-5.66,0.05,0.03,0.0,29.69
2025-09-22T21:20:46.696030,-8.3,-0.29,-5.63,0.05,0.03,0.0,29.69
2025-09-22T21:20:46.807296,-8.29,-0.35,-5.66,0.05,0.03,-0.01,29.69
2025-09-22T21:20:46.914169,-8.31,-0.31,-5.64,0.05,0.03,-0.0,29.72
2025-09-22T21:20:47.008699,-8.28,-0.32,-5.69,0.04,0.03,0.01,29.69
2025-09-22T21:20:47.115962,-8.29,-0.33,-5.65,0.05,0.03,-0.0,29.71
2025-09-22T21:20:47.218805,-8.27,-0.3,-5.64,0.05,0.03,0.0,29.7
2025-09-22T21:20:47.312019,-8.28,-0.33,-5.67,0.05,0.03,-0.0,29.68
2025-09-22T21:20:47.426339,-8.31,-0.3,-5.67,0.05,0.03,0.01,29.69
2025-09-22T21:20:47.529308,-8.29,-0.33,-5.64,0.05,0.03,0.0,29.68
2025-09-22T21:20:47.628724,-8.29,-0.31,-5.64,0.05,0.03,0.0,29.69
2025-09-22T21:20:47.723470,-8.29,-0.34,-5.66,0.05,0.03,-0.0,29.69
2025-09-22T21:20:47.823420,-8.28,-0.31,-5.66,0.05,0.03,-0.0,29.69
2025-09-22T21:20:47.941558,-8.29,-0.33,-5.65,0.05,0.03,0.01,29.69
2025-09-22T21:20:48.048147,-8.29,-0.33,-5.63,0.05,0.03,0.01,29.68
2025-09-22T21:20:48.128532,-8.3,-0.33,-5.64,0.05,0.03,-0.01,29.71
2025-09-22T21:20:48.247708,-8.29,-0.32,-5.64,0.05,0.03,0.0,29.68
2025-09-22T21:20:48.358237,-8.28,-0.33,-5.67,0.05,0.03,0.0,29.69
2025-09-22T21:20:48.461236,-8.29,-0.33,-5.65,0.05,0.03,-0.0,29.69
2025-09-22T21:20:48.563243,-8.31,-0.31,-5.63,0.05,0.03,0.01,29.69
2025-09-22T21:20:48.666170,-8.28,-0.33,-5.66,0.05,0.03,0.01,29.7
2025-09-22T21:20:48.768324,-8.26,-0.32,-5.69,0.05,0.03,-0.01,29.69
2025-09-22T21:20:48.851551,-8.31,-0.29,-5.63,0.05,0.03,-0.01,29.68
2025-09-22T21:20:48.973226,-8.28,-0.31,-5.63,0.05,0.03,0.01,29.67
2025-09-22T21:20:49.077933,-8.28,-0.31,-5.69,0.05,0.03,0.0,29.7
2025-09-22T21:20:49.182567,-8.28,-0.29,-5.65,0.05,0.03,-0.0,29.69
2025-09-22T21:20:49.286933,-8.29,-0.28,-5.65,0.05,0.03,0.01,29.69
2025-09-22T21:20:49.363998,-8.28,-0.34,-5.67,0.05,0.03,0.0,29.69
2025-09-22T21:20:49.469633,-8.31,-0.32,-5.6,0.05,0.03,-0.01,29.7
2025-09-22T21:20:49.592227,-8.3,-0.3,-5.65,0.05,0.03,0.0,29.69
2025-09-22T21:20:49.707089,-8.28,-0.3,-5.66,0.05,0.03,0.01,29.67
2025-09-22T21:20:49.795912,-8.28,-0.33,-5.66,0.05,0.03,0.0,29.7
2025-09-22T21:20:49.903561,-8.27,-0.3,-5.65,0.05,0.03,-0.02,29.7
2025-09-22T21:20:50.009448,-8.27,-0.32,-5.68,0.05,0.03,0.0,29.69
2025-09-22T21:20:50.087966,-8.28,-0.31,-5.68,0.05,0.03,0.01,29.68
2025-09-22T21:20:50.268181,-8.28,-0.34,-5.66,0.05,0.03,0.0,29.68
2025-09-22T21:20:50.341981,-8.29,-0.28,-5.63,0.05,0.03,0.0,29.7
2025-09-22T21:20:50.399165,-8.27,-0.32,-5.67,0.05,0.03,0.0,29.67
2025-09-22T21:20:50.528007,-8.27,-0.33,-5.66,0.05,0.03,-0.01,29.68
2025-09-22T21:20:50.617786,-8.3,-0.29,-5.65,0.05,0.03,-0.0,29.68
2025-09-22T21:20:50.718008,-8.29,-0.33,-5.65,0.05,0.03,0.0,29.7
2025-09-22T21:20:50.813875,-8.28,-0.31,-5.64,0.05,0.03,0.01,29.69
2025-09-22T21:20:50.923103,-8.28,-0.3,-5.65,0.04,0.04,0.01,29.7
2025-09-22T21:20:51.008627,-8.29,-0.35,-5.65,0.05,0.03,-0.0,29.69
2025-09-22T21:20:51.113132,-8.3,-0.29,-5.65,0.05,0.03,-0.0,29.7
2025-09-22T21:20:51.238445,-8.29,-0.32,-5.67,0.05,0.03,0.01,29.69
2025-09-22T21:20:51.326431,-8.28,-0.33,-5.66,0.05,0.03,-0.0,29.68
2025-09-22T21:20:51.442575,-8.3,-0.3,-5.65,0.05,0.03,0.0,29.69
2025-09-22T21:20:51.548468,-8.29,-0.31,-5.64,0.05,0.03,0.0,29.69
2025-09-22T21:20:51.632426,-8.28,-0.32,-5.65,0.05,0.03,-0.0,29.69
2025-09-22T21:20:51.760087,-8.29,-0.34,-5.64,0.05,0.03,-0.01,29.69
2025-09-22T21:20:51.842703,-8.29,-0.3,-5.64,0.05,0.03,0.0,29.7
2025-09-22T21:20:51.949561,-8.3,-0.33,-5.66,0.05,0.03,0.01,29.67
2025-09-22T21:20:52.048959,-8.27,-0.36,-5.67,0.05,0.03,-0.01,29.7
2025-09-22T21:20:52.170885,-8.28,-0.31,-5.62,0.05,0.03,-0.01,29.69
2025-09-22T21:20:52.259034,-8.3,-0.31,-5.67,0.05,0.03,0.0,29.7
2025-09-22T21:20:52.369257,-8.28,-0.34,-5.64,0.05,0.03,-0.0,29.71
2025-09-22T21:20:52.458642,-8.29,-0.28,-5.63,0.05,0.03,0.0,29.71
2025-09-22T21:20:52.564677,-8.29,-0.32,-5.67,0.05,0.03,0.01,29.7
2025-09-22T21:20:52.673253,-8.28,-0.31,-5.64,0.05,0.03,-0.0,29.7
2025-09-22T21:20:52.787513,-8.29,-0.3,-5.61,0.05,0.03,-0.01,29.7
2025-09-22T21:20:52.883982,-8.3,-0.33,-5.64,0.05,0.03,-0.01,29.69
2025-09-22T21:20:52.988242,-8.29,-0.29,-5.65,0.05,0.03,0.01,29.69
2025-09-22T21:20:53.098982,-8.26,-0.33,-5.67,0.05,0.03,0.01,29.69
2025-09-22T21:20:53.202594,-8.28,-0.3,-5.64,0.05,0.03,-0.01,29.7
2025-09-22T21:20:53.288335,-8.28,-0.32,-5.64,0.04,0.03,-0.0,29.68
2025-09-22T21:20:53.402489,-8.29,-0.32,-5.65,0.05,0.03,-0.0,29.68
2025-09-22T21:20:53.508710,-8.28,-0.3,-5.66,0.05,0.03,-0.0,29.7
2025-09-22T21:20:53.612763,-8.29,-0.32,-5.66,0.04,0.03,0.01,29.69
2025-09-22T21:20:53.714965,-8.28,-0.31,-5.66,0.05,0.03,-0.0,29.69
2025-09-22T21:20:53.824621,-8.29,-0.31,-5.67,0.05,0.03,0.0,29.67
2025-09-22T21:20:53.922903,-8.27,-0.35,-5.66,0.05,0.03,-0.0,29.69
2025-09-22T21:20:54.013618,-8.3,-0.32,-5.67,0.05,0.03,-0.01,29.7
2025-09-22T21:20:54.115061,-8.31,-0.29,-5.65,0.05,0.03,0.0,29.68
2025-09-22T21:20:54.216791,-8.29,-0.32,-5.64,0.05,0.03,0.02,29.67
2025-09-22T21:20:54.332720,-8.27,-0.31,-5.65,0.05,0.03,0.01,29.67
2025-09-22T21:20:54.414403,-8.3,-0.31,-5.64,0.05,0.03,-0.0,29.69
2025-09-22T21:20:54.521751,-8.29,-0.33,-5.63,0.05,0.03,-0.0,29.69
2025-09-22T21:20:54.618512,-8.3,-0.32,-5.65,0.05,0.02,-0.0,29.69
2025-09-22T21:20:54.738823,-8.28,-0.31,-5.66,0.05,0.03,0.0,29.68
2025-09-22T21:20:54.847254,-8.29,-0.31,-5.66,0.05,0.03,0.0,29.69
2025-09-22T21:20:54.950118,-8.28,-0.32,-5.62,0.05,0.03,0.0,29.69
2025-09-22T21:20:55.036488,-8.26,-0.33,-5.64,0.05,0.03,-0.0,29.69
2025-09-22T21:20:55.139573,-8.28,-0.29,-5.64,0.05,0.03,0.0,29.69
2025-09-22T21:20:55.248831,-8.29,-0.33,-5.65,0.05,0.03,-0.01,29.7
2025-09-22T21:20:55.362264,-8.28,-0.3,-5.66,0.05,0.03,-0.0,29.68
2025-09-22T21:20:55.453484,-8.3,-0.29,-5.65,0.05,0.03,0.01,29.69
2025-09-22T21:20:55.543927,-8.28,-0.3,-5.64,0.05,0.03,0.01,29.7
2025-09-22T21:20:55.652406,-8.29,-0.29,-5.65,0.05,0.03,0.0,29.68
2025-09-22T21:20:55.759053,-8.28,-0.32,-5.65,0.05,0.03,-0.01,29.68
2025-09-22T21:20:55.882699,-8.31,-0.3,-5.65,0.05,0.02,-0.01,29.68
2025-09-22T21:20:55.978235,-8.29,-0.3,-5.64,0.05,0.03,0.01,29.68
2025-09-22T21:20:56.088679,-8.28,-0.33,-5.66,0.05,0.03,0.0,29.69
2025-09-22T21:20:56.173376,-8.27,-0.33,-5.67,0.05,0.03,-0.0,29.72
2025-09-22T21:20:56.285239,-8.28,-0.29,-5.65,0.05,0.03,-0.0,29.68
2025-09-22T21:20:56.397617,-8.29,-0.31,-5.65,0.05,0.03,0.01,29.68
2025-09-22T21:20:56.489269,-8.26,-0.33,-5.65,0.05,0.03,-0.01,29.68
2025-09-22T21:20:56.593488,-8.27,-0.31,-5.68,0.04,0.03,0.0,29.67
2025-09-22T21:20:56.705752,-8.28,-0.38,-5.61,0.05,0.03,0.0,29.69
2025-09-22T21:20:56.778362,-8.32,-0.26,-5.66,0.05,0.03,0.0,29.69
2025-09-22T21:20:56.893532,-8.26,-0.33,-5.68,0.05,0.03,0.01,29.68
2025-09-22T21:20:57.016224,-8.3,-0.29,-5.65,0.05,0.03,-0.0,29.67
2025-09-22T21:20:57.093831,-8.28,-0.33,-5.67,0.05,0.03,-0.01,29.69
2025-09-22T21:20:57.212457,-8.29,-0.29,-5.63,0.05,0.03,-0.01,29.68
2025-09-22T21:20:57.293189,-8.31,-0.29,-5.63,0.05,0.03,0.01,29.68
2025-09-22T21:20:57.421712,-8.27,-0.31,-5.63,0.05,0.03,0.01,29.68
2025-09-22T21:20:57.529569,-8.28,-0.31,-5.66,0.05,0.03,0.0,29.69
2025-09-22T21:20:57.618336,-8.28,-0.33,-5.66,0.05,0.03,-0.01,29.7
2025-09-22T21:20:57.717765,-8.29,-0.3,-5.64,0.05,0.03,-0.01,29.69
2025-09-22T21:20:57.823405,-8.32,-0.32,-5.66,0.05,0.03,0.0,29.68
2025-09-22T21:20:57.930858,-8.3,-0.3,-5.63,0.05,0.03,0.01,29.68
2025-09-22T21:20:58.042557,-8.28,-0.31,-5.65,0.05,0.03,0.01,29.68
2025-09-22T21:20:58.144663,-8.28,-0.29,-5.64,0.05,0.03,0.0,29.69
2025-09-22T21:20:58.226397,-8.29,-0.31,-5.64,0.05,0.03,-0.01,29.7
2025-09-22T21:20:58.348418,-8.28,-0.31,-5.65,0.05,0.03,-0.0,29.68
2025-09-22T21:20:58.471444,-8.3,-0.31,-5.66,0.05,0.03,0.01,29.66
2025-09-22T21:20:58.548625,-8.28,-0.31,-5.67,0.05,0.03,0.0,29.68
2025-09-22T21:20:58.634394,-8.27,-0.33,-5.66,0.05,0.03,0.0,29.68
2025-09-22T21:20:58.753907,-8.31,-0.3,-5.61,0.05,0.03,0.0,29.69
2025-09-22T21:20:58.868965,-8.27,-0.32,-5.64,0.04,0.03,0.01,29.67
2025-09-22T21:20:58.969022,-8.28,-0.32,-5.65,0.05,0.03,0.0,29.69
2025-09-22T21:20:59.048937,-8.32,-0.31,-5.63,0.05,0.03,-0.0,29.67
2025-09-22T21:20:59.174599,-8.29,-0.34,-5.68,0.05,0.02,-0.02,29.68
2025-09-22T21:20:59.281696,-8.28,-0.3,-5.66,0.05,0.03,-0.01,29.67
2025-09-22T21:20:59.364287,-8.3,-0.32,-5.66,0.04,0.03,0.01,29.68
2025-09-22T21:20:59.480567,-8.26,-0.35,-5.66,0.05,0.03,0.0,29.66
2025-09-22T21:20:59.590136,-8.28,-0.3,-5.64,0.05,0.03,-0.0,29.69
2025-09-22T21:20:59.662540,-8.28,-0.31,-5.65,0.05,0.04,0.0,29.68
2025-09-22T21:20:59.778782,-8.29,-0.34,-5.61,0.04,0.03,0.01,29.67
2025-09-22T21:20:59.873413,-8.3,-0.29,-5.63,0.05,0.02,-0.01,29.68
2025-09-22T21:20:59.993526,-8.3,-0.29,-5.64,0.05,0.03,0.01,29.68
2025-09-22T21:21:00.078904,-8.27,-0.33,-5.66,0.05,0.03,-0.0,29.67
2025-09-22T21:21:00.193614,-8.25,-0.31,-5.67,0.05,0.03,0.0,29.69
2025-09-22T21:21:00.311900,-8.27,-0.34,-5.63,0.05,0.03,-0.01,29.67
2025-09-22T21:21:00.399009,-8.28,-0.31,-5.64,0.05,0.03,-0.0,29.67
2025-09-22T21:21:00.515016,-8.28,-0.31,-5.67,0.05,0.03,0.0,29.66
2025-09-22T21:21:00.596793,-8.28,-0.36,-5.66,0.05,0.03,0.01,29.68
2025-09-22T21:21:00.710331,-8.28,-0.33,-5.64,0.05,0.03,-0.0,29.69
2025-09-22T21:21:00.826069,-8.29,-0.31,-5.64,0.05,0.03,-0.01,29.66
2025-09-22T21:21:00.929024,-8.28,-0.35,-5.67,0.05,0.03,-0.01,29.68
2025-09-22T21:21:01.022165,-8.27,-0.31,-5.67,0.05,0.02,-0.01,29.66
2025-09-22T21:21:01.137967,-8.28,-0.34,-5.65,0.05,0.03,0.01,29.67
2025-09-22T21:21:01.225549,-8.29,-0.29,-5.65,0.05,0.03,0.0,29.68
2025-09-22T21:21:01.332940,-8.29,-0.3,-5.64,0.05,0.03,-0.0,29.67
2025-09-22T21:21:01.413800,-8.27,-0.34,-5.67,0.04,0.04,0.01,29.66
2025-09-22T21:21:01.535774,-8.3,-0.28,-5.64,0.05,0.03,0.0,29.65
2025-09-22T21:21:01.650087,-8.3,-0.28,-5.67,0.05,0.03,0.01,29.68
2025-09-22T21:21:01.733767,-8.28,-0.35,-5.65,0.05,0.03,-0.01,29.68
2025-09-22T21:21:01.872303,-8.29,-0.26,-5.64,0.05,0.03,-0.0,29.67
2025-09-22T21:21:01.944624,-8.3,-0.31,-5.65,0.04,0.03,0.01,29.7
2025-09-22T21:21:02.043117,-8.29,-0.3,-5.67,0.05,0.03,0.0,29.66
2025-09-22T21:21:02.144050,-8.27,-0.34,-5.65,0.05,0.03,0.01,29.66
2025-09-22T21:21:02.270105,-8.3,-0.32,-5.61,0.05,0.03,0.01,29.68
2025-09-22T21:21:02.358689,-8.28,-0.32,-5.68,0.05,0.03,-0.01,29.68
2025-09-22T21:21:02.473536,-8.3,-0.3,-5.66,0.05,0.03,-0.01,29.65
2025-09-22T21:21:02.570244,-8.32,-0.28,-5.67,0.05,0.03,0.0,29.67
2025-09-22T21:21:02.675553,-8.28,-0.31,-5.66,0.05,0.03,0.02,29.66
2025-09-22T21:21:02.753839,-8.27,-0.32,-5.66,0.05,0.03,0.01,29.68
2025-09-22T21:21:02.872901,-8.27,-0.34,-5.65,0.04,0.04,0.0,29.66
2025-09-22T21:21:02.958371,-8.29,-0.31,-5.62,0.05,0.03,-0.01,29.67
2025-09-22T21:21:03.062379,-8.28,-0.31,-5.66,0.05,0.03,0.0,29.69
2025-09-22T21:21:03.164760,-8.29,-0.32,-5.65,0.05,0.03,0.0,29.68
2025-09-22T21:21:03.266643,-8.28,-0.32,-5.66,0.05,0.03,0.0,29.68
2025-09-22T21:21:03.372045,-8.29,-0.31,-5.69,0.04,0.04,0.0,29.69
2025-09-22T21:21:03.473372,-8.3,-0.35,-5.67,0.05,0.03,-0.0,29.67
2025-09-22T21:21:03.578411,-8.31,-0.3,-5.63,0.05,0.03,0.0,29.66
2025-09-22T21:21:03.678697,-8.28,-0.36,-5.65,0.05,0.03,0.0,29.68
2025-09-22T21:21:03.781943,-8.28,-0.31,-5.63,0.05,0.03,-0.01,29.67
2025-09-22T21:21:03.885728,-8.29,-0.36,-5.67,0.04,0.03,-0.0,29.67
2025-09-22T21:21:03.989859,-8.3,-0.34,-5.66,0.05,0.03,-0.01,29.69
2025-09-22T21:21:04.092861,-8.3,-0.29,-5.63,0.05,0.03,0.01,29.67
2025-09-22T21:21:04.195861,-8.26,-0.33,-5.65,0.05,0.03,-0.0,29.66
2025-09-22T21:21:04.298889,-8.29,-0.26,-5.67,0.05,0.03,-0.01,29.68
2025-09-22T21:21:04.401895,-8.25,-0.34,-5.68,0.04,0.03,-0.01,29.68
2025-09-22T21:21:04.504854,-8.3,-0.32,-5.63,0.05,0.02,-0.01,29.66
2025-09-22T21:21:04.607824,-8.32,-0.23,-5.63,0.06,0.02,-0.02,29.67
2025-09-22T21:21:04.711375,-8.28,-0.3,-5.68,0.04,0.04,0.02,29.68
2025-09-22T21:21:04.813272,-8.27,-0.34,-5.67,0.05,0.03,-0.01,29.66
2025-09-22T21:21:04.919421,-8.29,-0.28,-5.63,0.05,0.03,-0.0,29.67
2025-09-22T21:21:05.022871,-8.27,-0.36,-5.68,0.05,0.03,-0.0,29.64
2025-09-22T21:21:05.123379,-8.28,-0.26,-5.68,0.05,0.03,-0.01,29.67
2025-09-22T21:21:07.358209,-8.28,-0.31,-5.64,0.05,0.03,-0.01,29.66
2025-09-22T21:21:07.465894,-8.29,-0.28,-5.62,0.04,0.03,0.01,29.66
2025-09-22T21:21:07.500182,-8.27,-0.35,-5.7,0.05,0.03,-0.0,29.66
2025-09-22T21:21:07.514725,-8.29,-0.28,-5.66,0.05,0.03,-0.0,29.67
2025-09-22T21:21:08.047638,-8.29,-0.29,-5.62,0.04,0.03,0.01,29.67
2025-09-22T21:21:08.048644,-8.3,-0.32,-5.65,0.05,0.03,0.0,29.67
2025-09-22T21:21:08.621150,-8.28,-0.28,-5.64,0.05,0.03,0.0,29.67
2025-09-22T21:21:08.621150,-8.28,-0.35,-5.68,0.05,0.03,-0.0,29.66
2025-09-22T21:21:08.621150,-8.28,-0.32,-5.69,0.05,0.03,-0.01,29.66
2025-09-22T21:21:08.637292,-8.29,-0.29,-5.65,0.05,0.03,0.01,29.65
2025-09-22T21:21:08.637292,-8.27,-0.34,-5.66,0.05,0.03,-0.0,29.67
2025-09-22T21:21:08.638333,-8.28,-0.3,-5.65,0.05,0.03,0.0,29.68
2025-09-22T21:21:08.639894,-8.28,-0.34,-5.67,0.05,0.03,-0.0,29.68
2025-09-22T21:21:08.639894,-8.3,-0.3,-5.66,0.05,0.03,-0.01,29.66
2025-09-22T21:21:08.652253,-8.31,-0.29,-5.67,0.04,0.03,0.01,29.66
2025-09-22T21:21:08.740776,-8.3,-0.33,-5.65,0.05,0.03,0.0,29.67
2025-09-22T21:21:08.846016,-8.28,-0.3,-5.61,0.05,0.03,-0.0,29.69
2025-09-22T21:21:08.933866,-8.27,-0.37,-5.64,0.05,0.03,-0.01,29.68
2025-09-22T21:21:09.040465,-8.27,-0.25,-5.64,0.05,0.02,-0.01,29.66
2025-09-22T21:21:09.141969,-8.28,-0.34,-5.65,0.05,0.03,-0.0,29.67
2025-09-22T21:21:09.244309,-8.32,-0.28,-5.66,0.05,0.03,-0.0,29.67
2025-09-22T21:21:09.354618,-8.29,-0.32,-5.67,0.04,0.04,0.03,29.68
2025-09-22T21:21:09.451834,-8.28,-0.34,-5.67,0.05,0.03,-0.01,29.68
2025-09-22T21:21:09.555573,-8.31,-0.22,-5.61,0.05,0.02,-0.01,29.68
2025-09-22T21:21:09.654922,-8.26,-0.34,-5.68,0.04,0.03,0.01,29.67
2025-09-22T21:21:09.760358,-8.29,-0.32,-5.64,0.05,0.03,-0.01,29.65
2025-09-22T21:21:09.861733,-8.31,-0.28,-5.64,0.05,0.03,0.0,29.68
2025-09-22T21:21:09.965853,-8.28,-0.31,-5.65,0.05,0.03,0.01,29.68
2025-09-22T21:21:10.068808,-8.26,-0.34,-5.67,0.05,0.03,-0.01,29.67
2025-09-22T21:21:10.174500,-8.31,-0.27,-5.61,0.05,0.03,-0.01,29.67
2025-09-22T21:21:10.274802,-8.28,-0.27,-5.64,0.05,0.03,0.01,29.67
2025-09-22T21:21:10.377319,-8.26,-0.34,-5.68,0.05,0.03,0.0,29.66
2025-09-22T21:21:10.493616,-8.29,-0.28,-5.63,0.05,0.03,-0.0,29.66
2025-09-22T21:21:10.596199,-8.28,-0.33,-5.65,0.04,0.03,0.01,29.66
2025-09-22T21:21:10.705993,-8.28,-0.34,-5.68,0.05,0.02,-0.01,29.66
2025-09-22T21:21:10.802884,-8.29,-0.28,-5.63,0.05,0.03,-0.0,29.68
2025-09-22T21:21:10.923035,-8.3,-0.33,-5.62,0.05,0.03,0.0,29.67
2025-09-22T21:21:11.108201,-8.28,-0.3,-5.65,0.05,0.03,0.01,29.68
2025-09-22T21:21:11.108716,-8.25,-0.33,-5.67,0.05,0.03,-0.0,29.69
2025-09-22T21:21:11.215814,-8.29,-0.28,-5.65,0.05,0.03,-0.01,29.66
2025-09-22T21:21:11.325552,-8.29,-0.29,-5.65,0.05,0.03,0.01,29.66
2025-09-22T21:21:11.411478,-8.29,-0.33,-5.65,0.05,0.03,0.0,29.66
2025-09-22T21:21:11.522843,-8.29,-0.28,-5.65,0.05,0.03,0.0,29.67
2025-09-22T21:21:11.616453,-8.27,-0.31,-5.66,0.05,0.03,0.0,29.68
2025-09-22T21:21:11.722754,-8.3,-0.31,-5.67,0.05,0.02,-0.01,29.67
2025-09-22T21:21:11.820309,-8.3,-0.32,-5.65,0.05,0.03,-0.0,29.67
2025-09-22T21:21:11.924868,-8.28,-0.3,-5.66,0.05,0.03,0.0,29.66
2025-09-22T21:21:12.025798,-8.28,-0.32,-5.63,0.05,0.03,0.0,29.66
2025-09-22T21:21:12.131881,-8.27,-0.34,-5.64,0.05,0.03,-0.0,29.67
2025-09-22T21:21:12.232330,-8.31,-0.3,-5.66,0.05,0.03,-0.01,29.65
2025-09-22T21:21:12.343919,-8.29,-0.31,-5.65,0.05,0.03,0.01,29.68
2025-09-22T21:21:12.437813,-8.28,-0.32,-5.65,0.05,0.03,0.0,29.66
2025-09-22T21:21:12.540586,-8.27,-0.3,-5.7,0.05,0.03,-0.0,29.66
2025-09-22T21:21:12.662893,-8.28,-0.31,-5.67,0.05,0.03,-0.0,29.66
2025-09-22T21:21:12.746809,-8.27,-0.33,-5.66,0.05,0.03,-0.01,29.66
2025-09-22T21:21:12.869336,-8.3,-0.33,-5.66,0.05,0.03,0.0,29.66
2025-09-22T21:21:12.956246,-8.28,-0.29,-5.64,0.05,0.03,0.01,29.66
2025-09-22T21:21:13.055795,-8.27,-0.32,-5.66,0.04,0.03,0.01,29.65
2025-09-22T21:21:13.161364,-8.31,-0.32,-5.64,0.05,0.02,-0.01,29.67
2025-09-22T21:21:13.263329,-8.31,-0.28,-5.66,0.05,0.03,-0.0,29.67
2025-09-22T21:21:13.365847,-8.31,-0.33,-5.62,0.05,0.03,0.0,29.67
2025-09-22T21:21:13.472022,-8.3,-0.29,-5.64,0.05,0.03,0.0,29.67
2025-09-22T21:21:13.573224,-8.28,-0.33,-5.64,0.04,0.03,0.0,29.67
2025-09-22T21:21:13.674320,-8.3,-0.31,-5.64,0.05,0.03,-0.01,29.69
2025-09-22T21:21:13.777819,-8.26,-0.29,-5.66,0.05,0.03,0.0,29.67
2025-09-22T21:21:13.879772,-8.3,-0.32,-5.67,0.05,0.03,-0.0,29.66
2025-09-22T21:21:13.984500,-8.28,-0.31,-5.65,0.05,0.03,0.0,29.65
2025-09-22T21:21:14.085782,-8.31,-0.31,-5.64,0.05,0.03,0.01,29.65
2025-09-22T21:21:14.189195,-8.28,-0.33,-5.67,0.05,0.03,-0.01,29.65
2025-09-22T21:21:14.292303,-8.28,-0.32,-5.66,0.05,0.03,-0.0,29.68
2025-09-22T21:21:14.394051,-8.28,-0.31,-5.65,0.05,0.03,-0.0,29.65
2025-09-22T21:21:14.498150,-8.3,-0.3,-5.66,0.05,0.03,0.0,29.67
2025-09-22T21:21:14.602963,-8.29,-0.34,-5.62,0.05,0.03,0.0,29.66
2025-09-22T21:21:14.703775,-8.27,-0.29,-5.65,0.05,0.03,-0.01,29.67
2025-09-22T21:21:14.806758,-8.3,-0.32,-5.65,0.05,0.03,-0.0,29.65
2025-09-22T21:21:14.909284,-8.29,-0.33,-5.68,0.05,0.03,-0.0,29.67
2025-09-22T21:21:15.012757,-8.27,-0.31,-5.66,0.05,0.03,0.0,29.65
2025-09-22T21:21:15.115788,-8.28,-0.3,-5.7,0.05,0.03,0.01,29.65
2025-09-22T21:21:15.220260,-8.29,-0.31,-5.65,0.05,0.03,-0.0,29.67
2025-09-22T21:21:15.321777,-8.29,-0.31,-5.66,0.05,0.03,-0.01,29.67
2025-09-22T21:21:15.425289,-8.28,-0.33,-5.69,0.05,0.03,-0.0,29.65
2025-09-22T21:21:15.531278,-8.29,-0.3,-5.65,0.05,0.03,0.0,29.66
2025-09-22T21:21:15.648079,-8.28,-0.33,-5.64,0.05,0.03,0.0,29.66
2025-09-22T21:21:15.738254,-8.27,-0.32,-5.66,0.05,0.03,0.0,29.64
2025-09-22T21:21:15.838273,-8.27,-0.32,-5.66,0.05,0.03,-0.0,29.66
2025-09-22T21:21:15.956723,-8.28,-0.32,-5.64,0.05,0.03,-0.01,29.65
2025-09-22T21:21:16.072521,-8.31,-0.31,-5.68,0.05,0.03,0.0,29.64
